STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEDICAL_PROCEDURE,Medical procedure,OCCUPATION,Occupation,DIAGNOSTIC_TYPE,Diagnostic category,PROVIDER,Provider,FUNCTION,Healthcare function,MODE_PROVISION,Mode of provision,CARE_TYPE,Care type,HEALTH_FACILITY,Medical technology,AGE,Age,SEX,Sex,DATA_SRCE,Data source,WAITING_TIME,Waiting time,DISEASE,Disease,CANCER_SITE,Cancer site,CONSULTATION_TYPE,Consultation type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2015,,86.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2016,,88.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2017,,90.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2018,,89.7,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2019,,89.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2020,,90.7,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2021,,82.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2022,,82.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2023,,84,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2024,,87.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NZL,New Zealand,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2025,,87.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2010,,97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2011,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2012,,91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2013,,91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2014,,92,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2015,,91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2016,,91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2017,,91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2018,,93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2019,,95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2020,,95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2021,,95.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2022,,94.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2023,,94.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2024,,94.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,NOR,Norway,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2025,,94.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2010,,93.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2011,,95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2012,,94.7,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2013,,93.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2014,,95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2015,,94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2016,,93.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2017,,93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2018,,92.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2019,,91.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2020,,85.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2021,,85.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2022,,86.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2023,,88.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2024,,81.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,POL,Poland,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2025,,82.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,PRT,Portugal,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2024,,95.7,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,PRT,Portugal,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2025,,95.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SVK,Slovak Republic,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2010,,99.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SVK,Slovak Republic,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2011,,99.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SVK,Slovak Republic,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,MEAS,Measles,_Z,Not applicable,_Z,Not applicable,2012,,99,,,,,,,,,,,,,
