"country_code","country","unit_code","unit","indicator_code","indicator","year","value"
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,70
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,70
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,55
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,55
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,69
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,70
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,71
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,71
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,84
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,84
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,84
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,83
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,83
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,83
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2010,59.4
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2011,64.4
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2012,64.1
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2013,64.1
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2014,63.1
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2015,60.8
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2016,59.8
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2017,61.1
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2018,59
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2019,60.2
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2020,64.7
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2022,62.1
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2023,67
"CAN","Canada","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2024,62.9
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,83
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,86
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,86
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,86
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,86
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,87
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,87
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,87
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,83
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,83
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,79
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,79
"CAN","Canada","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,79
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,92.4
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,93.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,89.9
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,89.6
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,94.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,96
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,94.8
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,93
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,95
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,96
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,92.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,95.1
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,95.6
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,95.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,95.2
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,95.5
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,92.4
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,93.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,89.9
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,89.6
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,94.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,96
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,94.8
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,93
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,95
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,96
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,92.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,95.1
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,95.6
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,95.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,95.2
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,95.5
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2010,57.7
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2011,62.4
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2012,73.1
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2013,76.5
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2014,74.9
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2015,55
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2016,54
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2017,59
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2018,64.7
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2019,68.3
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2020,84.7
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2021,73.2
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2022,70.2
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2023,65.2
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2024,64.9
"CHL","Chile","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2025,62.4
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,83.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,77
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,73.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,83.6
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,87.7
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,89
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,87.4
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,90.3
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,93
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,91
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,83.1
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,91
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,81.4
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,70
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,72.9
"CHL","Chile","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,78.2
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,99.6
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,99.1
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,99.1
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,99.2
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,96.5
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,97
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,96.6
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,99.6
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,99.5
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,99.5
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,99.2
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,96.3
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,96
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,96.3
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,99.2
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,99.5
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,99.4
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,99.2
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,98.5
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,99
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,99.3
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,99.1
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,94.8
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,95.1
"CHN","China (People’s Republic of)","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,94.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,88
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,85.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,91.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,90.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,90.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,91.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,91.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,91.6
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,92
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,94
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,87.9
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,86.5
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,87
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,90.1
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,89.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,92.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,88
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,85.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,91.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,90.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,90.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,91.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,91.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,91.6
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,92
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,92
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,87.9
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,87.9
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,87
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,90.1
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,89.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,92.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,74
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,75.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,80
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,72.3
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,87.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,85.7
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,86.7
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,89
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,88
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,89
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,87.9
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,85.6
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,83.7
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,83.8
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,86.4
"COL","Colombia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,86.3
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,91.5
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,85
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,91
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,95.5
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,91.4
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,93.2
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,98.1
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,97.2
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,95.2
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,100
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,97
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,92.2
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,95.2
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,98.8
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,99.1
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,95.9
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,91.5
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,83.8
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,91
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,94
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,91.8
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,92.8
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,97.5
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,97.4
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,99
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,94
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,91
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,87.4
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,94.3
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,98.1
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,98.8
"CRI","Costa Rica","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,95.8
