"country_code","country","unit_code","unit","financing_code","financing_scheme","year","value"
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2015,5.434
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2016,5.316
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2017,5.186
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2018,5.111
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2019,5.171
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2020,5.957
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2021,5.789
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2022,5.715
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2023,5.701
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2024,6.083
"MEX","Mexico","PT_B1GQ","Percentage of GDP","_T","Total",2025,6.171
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2015,2.549
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2016,2.554
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2017,2.502
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2018,2.512
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2019,2.564
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2020,2.755
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2021,2.838
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2022,2.754
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2023,2.795
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2024,2.909
"MEX","Mexico","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2025,2.951
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2015,8.291
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2016,8.22
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2017,8.117
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2018,8.088
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2019,8.227
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2020,9.304
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2021,9.347
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2022,8.355
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2023,8.285
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2024,8.387
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2025,8.469
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2015,10.189
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2016,10.125
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2017,9.937
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2018,9.851
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2019,9.936
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2020,10.95
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2021,11.159
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2022,10.076
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2023,10.037
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2024,10.1
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","_T","Total",2025,10.191
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2015,1.897
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2016,1.905
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2017,1.82
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2018,1.763
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2019,1.709
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2020,1.646
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2021,1.813
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2022,1.721
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2023,1.752
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2024,1.713
"NLD","Netherlands","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2025,1.722
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2015,6.974
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2016,6.791
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2017,6.687
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2018,6.634
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2019,6.675
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2020,7.239
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2021,7.555
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2022,8.649
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2023,8.122
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2024,7.989
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2025,7.754
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2015,8.893
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2016,8.774
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2017,8.626
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2018,8.58
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2019,8.616
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2020,9.24
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2021,9.56
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2022,10.559
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2023,10.083
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2024,10.013
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","_T","Total",2025,9.786
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2015,1.919
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2016,1.983
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2017,1.938
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2018,1.946
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2019,1.941
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2020,2.001
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2021,2.005
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2022,1.91
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2023,1.961
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2024,2.024
"NZL","New Zealand","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2025,2.031
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2015,4.439
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2016,4.524
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2017,4.529
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2018,4.469
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2019,4.586
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2020,4.645
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2021,4.719
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2022,4.978
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2023,5.537
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2024,6.028
"POL","Poland","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2025,6.947
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2015,6.365
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2016,6.526
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2017,6.537
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2018,6.251
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2019,6.389
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2020,6.427
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2021,6.45
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2022,6.641
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2023,7.138
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2024,7.837
"POL","Poland","PT_B1GQ","Percentage of GDP","_T","Total",2025,8.894
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2015,1.926
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2016,2.002
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2017,2.008
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2018,1.782
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2019,1.803
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2020,1.783
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2021,1.731
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2022,1.663
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2023,1.601
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2024,1.809
"POL","Poland","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2025,1.948
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2015,9.163
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2016,9.234
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2017,9.271
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2018,9.398
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2019,9.303
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2020,9.848
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2021,9.716
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2022,9.399
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2023,9.695
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2024,9.603
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2025,9.337
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2015,10.933
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2016,10.98
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2017,10.964
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2018,11.122
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2019,10.959
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2020,11.442
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2021,11.325
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2022,10.946
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2023,11.243
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2024,11.158
"SWE","Sweden","PT_B1GQ","Percentage of GDP","_T","Total",2025,10.911
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2015,1.77
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2016,1.746
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2017,1.694
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2018,1.724
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2019,1.656
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2020,1.594
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2021,1.609
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2022,1.548
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2023,1.548
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2024,1.556
"SWE","Sweden","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2025,1.574
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2015,13.628
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2016,13.873
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2017,13.816
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2018,13.784
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2019,13.816
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2020,15.797
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2021,14.639
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2022,14.008
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2023,14.054
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2024,14.302
"USA","United States","PT_B1GQ","Percentage of GDP","HF1","Government/compulsory schemes",2025,14.641
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2015,16.465
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2016,16.778
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2017,16.729
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2018,16.677
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2019,16.745
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2020,18.734
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2021,17.53
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2022,16.744
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2023,16.87
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2024,17.202
"USA","United States","PT_B1GQ","Percentage of GDP","_T","Total",2025,17.598
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2015,2.837
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2016,2.904
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2017,2.913
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2018,2.894
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2019,2.929
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2020,2.936
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2021,2.891
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2022,2.736
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2023,2.816
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2024,2.9
"USA","United States","PT_B1GQ","Percentage of GDP","HF2HF3","Voluntary schemes/household out-of-pocket payments",2025,2.957
